lemRank,lemma,PoS,lemFreq,wordFreq,word,,Data Sourced From: www.wordfrequency.info
2200,attract,v,39479,3674,attracts,,
3606,attribute,v,19755,4307,attribute,,
4494,attribute,n,14222,5793,attribute,,
3606,attribute,v,19755,11696,attributed,,
3606,attribute,v,19755,2647,attributes,,
4494,attribute,n,14222,8429,attributes,,
3606,attribute,v,19755,1105,attributing,,
1159,audience,n,83493,69309,audience,,
1159,audience,n,83493,14184,audiences,,
1520,NULL,n,62821,62821,august,,
2636,aunt,n,30364,27649,aunt,,
2636,aunt,n,30364,2715,aunts,,
680,author,n,142352,103950,author,,
909,authority,n,105586,40382,authorities,,
909,authority,n,105586,65204,authority,,
4565,authorize,v,13916,3073,authorize,,
4565,authorize,v,13916,8114,authorized,,
4565,authorize,v,13916,996,authorizes,,
4565,authorize,v,13916,1733,authorizing,,
680,author,n,142352,38402,authors,,
3418,auto,n,21510,20495,auto,,
4350,automatic,j,14953,14953,automatic,,
3569,automatically,r,20008,20008,automatically,,
3418,auto,n,21510,1015,autos,,
640,available,j,151406,31,avail-able,,
4763,availability,n,13004,46,availabilities,,
4763,availability,n,13004,12958,availability,,
640,available,j,151406,151375,available,,
1625,average,n,57985,8862,ave,,
2483,Avenue,n,32968,29143,avenue,,
2483,Avenue,n,32968,3825,avenues,,
1413,average,j,67618,67618,average,,
1625,average,n,57985,44866,average,,
4098,average,v,16343,2747,average,,
4098,average,v,16343,8010,averaged,,
1625,average,n,57985,4257,averages,,
4098,average,v,16343,468,averages,,
4098,average,v,16343,5118,averaging,,
946,avoid,v,101794,73461,avoid,,
946,avoid,v,101794,12774,avoided,,
946,avoid,v,101794,12373,avoiding,,
946,avoid,v,101794,3186,avoids,,
4140,await,v,16102,3915,await,,
4140,await,v,16102,2464,awaited,,
4140,await,v,16102,6637,awaiting,,
4140,await,v,16102,3086,awaits,,
4602,awake,j,13699,13699,awake,,
1689,award,n,54712,33553,award,,
4039,award,v,16728,2176,award,,
4039,award,v,16728,11838,awarded,,
4039,award,v,16728,1183,awarding,,
1689,award,n,54712,21159,awards,,
4039,award,v,16728,1531,awards,,
1506,aware,j,63488,63488,aware,,
2711,awareness,n,29265,29244,awareness,,
2711,awareness,n,29265,21,awarenesses,,
267,away,r,355515,355515,away,,
764,away,i,127427,127427,away,,
2513,awesome,j,32423,32387,awesome,,
2513,awesome,j,32423,36,awesomest,,
2969,awful,j,26206,26206,awful,,
4421,awkward,j,14591,14591,awkward,,
4688,babe,n,13309,11837,babe,,
4688,babe,n,13309,1472,babes,,
464,baby,n,207577,30820,babies,,
464,baby,n,207577,176607,baby,,
464,baby,n,207577,150,babys,,
108,back,r,938649,938649,back,,
331,back,n,302390,290437,back,,
1808,back,v,50340,19589,back,,
1538,background,n,61431,30,back-ground,,
1538,background,n,61431,13,back-grounds,,
4365,backup,n,14904,1306,back-up,,
4365,backup,n,14904,92,back-ups,,
4817,backyard,n,12774,39,back-yard,,
1808,back,v,50340,19035,backed,,
1538,background,n,61431,53162,background,,
1538,background,n,61431,8226,backgrounds,,
1808,back,v,50340,7878,backing,,
331,back,n,302390,11953,backs,,
1808,back,v,50340,3838,backs,,
4365,backup,n,14904,12161,backup,,
4365,backup,n,14904,1345,backups,,
4817,backyard,n,12774,11863,backyard,,
4817,backyard,n,12774,870,backyards,,
3851,bacteria,n,17913,16379,bacteria,,
3851,bacteria,n,17913,1534,bacterium,,
229,bad,j,426558,284576,bad,,
4613,bad,r,13651,2079,bad,,
229,bad,j,426558,158,badder,,
229,bad,j,426558,453,baddest,,
3234,badly,r,23330,23330,badly,,
1084,bag,n,90234,62120,bag,,
1084,bag,n,90234,28112,bags,,
3195,bake,v,23686,12780,bake,,
3195,bake,v,23686,3543,baked,,
3195,bake,v,23686,503,bakes,,
3195,bake,v,23686,6860,baking,,
1859,balance,n,48537,46068,balance,,
3159,balance,v,24104,10384,balance,,
3159,balance,v,24104,6429,balanced,,
1859,balance,n,48537,2469,balances,,
3159,balance,v,24104,1979,balances,,
3159,balance,v,24104,5312,balancing,,
877,ball,n,110770,88949,ball,,
4989,balloon,n,12102,8013,balloon,,
4989,balloon,n,12102,4089,balloons,,
2952,ballot,n,26460,16582,ballot,,
2952,ballot,n,26460,9878,ballots,,
877,ball,n,110770,21820,balls,,
3231,ban,v,23359,7891,ban,,
4069,ban,n,16560,14944,ban,,
5012,banana,n,12015,7722,banana,,
5012,banana,n,12015,4293,bananas,,
1260,band,n,76423,63053,band,,
1260,band,n,76423,13370,bands,,
4739,bang,v,13122,5415,bang,,
4739,bang,v,13122,2758,banged,,
4739,bang,v,13122,4014,banging,,
4739,bang,v,13122,935,bangs,,
695,bank,n,138673,91310,bank,,
4780,banker,n,12931,5335,banker,,
4780,banker,n,12931,7596,bankers,,
4094,banking,n,16356,16352,banking,,
3686,bankruptcy,n,19151,982,bankruptcies,,
3686,bankruptcy,n,19151,18169,bankruptcy,,
695,bank,n,138673,47363,banks,,
3231,ban,v,23359,9942,banned,,
3231,ban,v,23359,4194,banning,,
3231,ban,v,23359,1332,bans,,
4069,ban,n,16560,1615,bans,,
1014,bar,n,95305,71719,bar,,
4028,bare,j,16802,16284,bare,,
2083,barely,r,42258,42258,barely,,
4028,bare,j,16802,38,barer,,
4028,bare,j,16802,480,barest,,
4743,barn,n,13093,11576,barn,,
4743,barn,n,13093,1517,barns,,
3554,barrel,n,20229,12768,barrel,,
3554,barrel,n,20229,7461,barrels,,
2872,barrier,n,27530,12679,barrier,,
2872,barrier,n,27530,14851,barriers,,
1014,bar,n,95305,23586,bars,,
491,base,v,195474,5120,base,,
1072,base,n,90915,78001,base,,
1736,baseball,n,52864,20,base-ball,,
1736,baseball,n,52864,52253,baseball,,
1736,baseball,n,52864,591,baseballs,,
491,base,v,195474,187894,based,,
3808,basement,n,18210,17100,basement,,
3808,basement,n,18210,1110,basements,,
491,base,v,195474,807,bases,,
1072,base,n,90915,12914,bases,,
1288,basic,j,74208,74208,basic,,
1530,basically,r,62046,62046,basically,,
491,base,v,195474,1653,basing,,
1385,basis,n,68758,68758,basis,,
3917,basket,n,17488,12987,basket,,
2174,basketball,n,40007,39695,basketball,,
2174,basketball,n,40007,312,basketballs,,
3917,basket,n,17488,4501,baskets,,
4102,bastard,n,16320,11821,bastard,,
4102,bastard,n,16320,4499,bastards,,
3821,bat,n,18132,12693,bat,,
4207,bath,n,15725,12685,bath,,
2228,bathroom,n,38712,17,bath-room,,
2228,bathroom,n,38712,35058,bathroom,,
2228,bathroom,n,38712,3633,bathrooms,,
4207,bath,n,15725,3040,baths,,
3821,bat,n,18132,5439,bats,,
2744,battery,n,28962,9567,batteries,,
2744,battery,n,28962,19395,battery,,
1286,battle,n,74296,61846,battle,,
4807,battle,v,12822,4518,battle,,
4807,battle,v,12822,2836,battled,,
1286,battle,n,74296,12450,battles,,
4807,battle,v,12822,5468,battling,,
1652,Bay,n,56420,54987,bay,,
1652,Bay,n,56420,1433,bays,,
2,be,v,32394756,5046995,be,,
1394,beach,n,68303,61285,beach,,
1394,beach,n,68303,7018,beaches,,
4433,beam,n,14505,9221,beam,,
4433,beam,n,14505,5284,beams,,
2771,bean,n,28639,9991,bean,,
2771,bean,n,28639,18648,beans,,
1870,bear,v,48272,27664,bear,,
1982,bear,n,45125,25050,bear,,
1870,bear,v,48272,9,beared,,
1870,bear,v,48272,9968,bearing,,
1982,bear,n,45125,14,bearing,,
1870,bear,v,48272,6527,bears,,
1982,bear,n,45125,20061,bears,,
3575,beast,n,19956,15759,beast,,
3575,beast,n,19956,4197,beasts,,
1018,beat,v,94941,61575,beat,,
3135,beat,n,24421,20367,beat,,
1018,beat,v,94941,11500,beaten,,
1018,beat,v,94941,15489,beating,,
1018,beat,v,94941,6377,beats,,
3135,beat,n,24421,4054,beats,,
1919,beauty,n,46819,1486,beauties,,
806,beautiful,j,120679,120672,beautiful,,
806,beautiful,j,120679,7,beautifulest,,
1919,beauty,n,46819,45333,beauty,,
167,become,v,561963,158624,became,,
88,because,c,1167024,1167024,because,,
540,because,i,178859,178859,because,,
167,become,v,561963,276455,become,,
167,become,v,561963,67172,becomes,,
167,become,v,561963,59709,becoming,,
767,bed,n,127232,114652,bed,,
2252,bedroom,n,37979,17,bed-room,,
2252,bedroom,n,37979,33557,bedroom,,
2252,bedroom,n,37979,4405,bedrooms,,
767,bed,n,127232,12580,beds,,
4198,bee,n,15760,8501,bee,,
3802,beef,n,18253,18043,beef,,
3802,beef,n,18253,210,beefs,,
2,be,v,32394756,1874157,been,,
1815,beer,n,50024,43713,beer,,
1815,beer,n,50024,6311,beers,,
4198,bee,n,15760,7259,bees,,
239,before,i,402959,402959,before,,
360,before,c,276286,276286,before,,
678,before,r,142673,142673,before,,
3094,beg,v,24867,9628,beg,,
232,begin,v,421878,183819,began,,
3094,beg,v,24867,5548,begged,,
3094,beg,v,24867,7030,begging,,
232,begin,v,421878,112391,begin,,
232,begin,v,421878,103,begining,,
232,begin,v,421878,43471,beginning,,
1293,beginning,n,73853,69235,beginning,,
1293,beginning,n,73853,4618,beginnings,,
232,begin,v,421878,49838,begins,,
3094,beg,v,24867,2661,begs,,
232,begin,v,421878,32256,begun,,
4460,behalf,i,14387,14387,behalf,,
3602,behave,v,19799,11229,behave,,
3602,behave,v,19799,3455,behaved,,
3602,behave,v,19799,1472,behaves,,
3602,behave,v,19799,3643,behaving,,
696,behavior,n,138400,103078,behavior,,
3985,behavioral,j,17052,17052,behavioral,,
696,behavior,n,138400,26597,behaviors,,
696,behavior,n,138400,7634,behaviour,,
696,behavior,n,138400,1091,behaviours,,
471,behind,i,203530,203530,behind,,
2181,behind,r,39874,39874,behind,,
2,be,v,32394756,711507,being,,
1563,being,n,60354,36359,being,,
1563,being,n,60354,23995,beings,,
189,believe,v,500511,506,beleive,,
189,believe,v,500511,18,beleived,,
189,believe,v,500511,25,beleives,,
1310,belief,n,73067,40163,belief,,
1310,belief,n,73067,32904,beliefs,,
189,believe,v,500511,374664,believe,,
189,believe,v,500511,63891,believed,,
4540,believer,n,14032,6267,believer,,
4540,believer,n,14032,7765,believers,,
189,believe,v,500511,46037,believes,,
189,believe,v,500511,14947,believing,,
189,believe,v,500511,423,belive,,
3100,bell,n,24813,16057,bell,,
3100,bell,n,24813,43,belli,,
4093,belly,n,16361,1431,bellies,,
3100,bell,n,24813,8713,bells,,
4093,belly,n,16361,14920,belly,,
4093,belly,n,16361,10,bellys,,
1656,belong,v,56342,22657,belong,,
1656,belong,v,56342,11390,belonged,,
1656,belong,v,56342,7983,belonging,,
1656,belong,v,56342,14312,belongs,,
4578,beloved,j,13852,13852,beloved,,
1526,below,r,62313,62313,below,,
2260,below,i,37877,37877,below,,
2683,belt,n,29548,24387,belt,,
2683,belt,n,29548,5161,belts,,
3219,bench,n,23481,20505,bench,,
3219,bench,n,23481,2976,benches,,
2615,bend,v,30768,8235,bend,,
2615,bend,v,30768,16,bended,,
2615,bend,v,30768,4515,bending,,
2615,bend,v,30768,2220,bends,,
2404,beneath,i,34337,34337,beneath,,
5014,beneficial,j,12013,12013,beneficial,,
827,benefit,n,116806,37386,benefit,,
2295,benefit,v,37025,27711,benefit,,
2295,benefit,v,37025,5683,benefited,,
2295,benefit,v,37025,2178,benefiting,,
827,benefit,n,116806,79420,benefits,,
2295,benefit,v,37025,66,benefits,,
2295,benefit,v,37025,956,benefitted,,
2295,benefit,v,37025,431,benefitting,,
2615,bend,v,30768,15782,bent,,
2420,beside,i,34005,34005,beside,,
2765,besides,r,28711,28711,besides,,
4136,besides,i,16135,16135,besides,,
281,best,j,348202,347992,best,,
977,best,r,98807,98807,best,,
281,best,j,348202,210,bestest,,
2019,bet,v,43896,38616,bet,,
4112,bet,n,16276,11676,bet,,
4778,betray,v,12934,3664,betray,,
4778,betray,v,12934,6564,betrayed,,
4778,betray,v,12934,1611,betraying,,
4778,betray,v,12934,1095,betrays,,
2019,bet,v,43896,647,bets,,
4112,bet,n,16276,4600,bets,,
391,better,j,247453,247452,better,,
404,better,r,241827,241827,better,,
2019,bet,v,43896,4633,betting,,
169,between,i,558517,558517,between,,
872,beyond,i,111221,111221,beyond,,
3495,bias,n,20699,17425,bias,,
3495,bias,n,20699,3274,biases,,
2237,Bible,n,38492,37143,bible,,
2237,Bible,n,38492,1349,bibles,,
4936,bicycle,n,12317,9408,bicycle,,
4936,bicycle,n,12317,2909,bicycles,,
4396,bid,n,14746,12202,bid,,
4396,bid,n,14746,2544,bids,,
156,big,j,600364,470295,big,,
156,big,j,600364,55565,bigger,,
156,big,j,600364,74504,biggest,,
2220,bike,n,38920,30788,bike,,
2220,bike,n,38920,8132,bikes,,
761,bill,n,127919,93613,bill,,
1360,billion,m,70048,62751,billion,,
1756,billion,n,52087,52087,billion,,
1360,billion,m,70048,7297,billions,,
761,bill,n,127919,34306,bills,,
2579,bind,v,31267,4137,bind,,
2579,bind,v,31267,3419,binding,,
2579,bind,v,31267,1882,binds,,
2955,biological,j,26435,26435,biological,,
4073,biology,n,16518,46,biologies,,
4073,biology,n,16518,16472,biology,,
1368,bird,n,69662,33763,bird,,
1368,bird,n,69662,35899,birds,,
1558,birth,n,60673,56911,birth,,
2068,birthday,n,42727,40376,birthday,,
2068,birthday,n,42727,2351,birthdays,,
1558,birth,n,60673,3762,births,,
3435,bishop,n,21282,11988,bishop,,
3435,bishop,n,21282,9294,bishops,,
808,bit,n,120467,104813,bit,,
970,bit,r,99520,99520,bit,,
2943,bite,v,26532,9168,bit,,
2468,bitch,n,33157,29829,bitch,,
2468,bitch,n,33157,3328,bitches,,
2943,bite,v,26532,9179,bite,,
3924,bite,n,17445,12170,bite,,
2943,bite,v,26532,1559,bites,,
3924,bite,n,17445,5275,bites,,
2943,bite,v,26532,3418,biting,,
808,bit,n,120467,15654,bits,,
2943,bite,v,26532,3208,bitten,,
4014,bitter,j,16881,16703,bitter,,
4014,bitter,j,16881,5,bitterer,,
4014,bitter,j,16881,173,bitterest,,
5050,bizarre,j,11875,11875,bizarre,,
340,black,j,293101,292399,black,,
2515,black,n,32406,6181,black,,
340,black,j,293101,372,blacker,,
340,black,j,293101,330,blackest,,
2515,black,n,32406,26225,blacks,,
3631,blade,n,19562,13700,blade,,
3631,blade,n,19562,5862,blades,,
1601,blame,v,58815,35770,blame,,
4966,blame,n,12192,12192,blame,,
1601,blame,v,58815,11735,blamed,,
1601,blame,v,58815,3329,blames,,
1601,blame,v,58815,7981,blaming,,
5013,blank,j,12014,12002,blank,,
5013,blank,j,12014,7,blanker,,
5013,blank,j,12014,5,blankest,,
3661,blanket,n,19318,13197,blanket,,
3661,blanket,n,19318,6121,blankets,,
4851,blast,n,12661,11176,blast,,
4851,blast,n,12661,1485,blasts,,
4369,bleed,v,14888,2338,bled,,
4369,bleed,v,14888,4383,bleed,,
4369,bleed,v,14888,7263,bleeding,,
4369,bleed,v,14888,904,bleeds,,
4672,blend,v,13390,5796,blend,,
4672,blend,v,13390,3754,blended,,
4672,blend,v,13390,2229,blending,,
4672,blend,v,13390,1611,blends,,
3235,bless,v,23307,13619,bless,,
3235,bless,v,23307,8211,blessed,,
3235,bless,v,23307,426,blesses,,
3235,bless,v,23307,1051,blessing,,
4199,blessing,n,15758,10554,blessing,,
4199,blessing,n,15758,5204,blessings,,
1301,blow,v,73361,18149,blew,,
2708,blind,j,29326,29262,blind,,
2708,blind,j,29326,54,blinder,,
2708,blind,j,29326,10,blindest,,
1311,block,n,73065,48655,block,,
2389,block,v,34808,13564,block,,
2389,block,v,34808,12517,blocked,,
2389,block,v,34808,6141,blocking,,
1311,block,n,73065,24410,blocks,,
2389,block,v,34808,2586,blocks,,
1307,blog,n,73163,60180,blog,,
1307,blog,n,73163,12982,blogs,,
705,blood,n,137579,136845,blood,,
4087,bloody,j,16415,139,bloodier,,
4087,bloody,j,16415,605,bloodiest,,
705,blood,n,137579,734,bloods,,
4087,bloody,j,16415,15671,bloody,,
1301,blow,v,73361,24298,blow,,
4004,blow,n,16948,13226,blow,,
1301,blow,v,73361,126,blowed,,
1301,blow,v,73361,13003,blowing,,
1301,blow,v,73361,11823,blown,,
1301,blow,v,73361,5962,blows,,
4004,blow,n,16948,3722,blows,,
940,blue,j,102172,102172,blue,,
3285,blue,n,22857,7231,blue,,
3285,blue,n,22857,15626,blues,,
768,board,n,127202,109729,board,,
768,board,n,127202,17473,boards,,
1491,boat,n,64026,49343,boat,,
1491,boat,n,64026,14683,boats,,
348,body,n,287817,47865,bodies,,
348,body,n,287817,239952,body,,
4771,boil,v,12959,5001,boil,,
4771,boil,v,12959,2525,boiled,,
4771,boil,v,12959,2717,boiling,,
4771,boil,v,12959,2716,boils,,
4042,bold,j,16726,15019,bold,,
4042,bold,j,16726,1264,bolder,,
4042,bold,j,16726,443,boldest,,
2100,bomb,n,41679,28086,bomb,,
3995,bombing,n,16988,12117,bombing,,
3995,bombing,n,16988,4871,bombings,,
2100,bomb,n,41679,13593,bombs,,
2067,bond,n,42742,21080,bond,,
2067,bond,n,42742,21662,bonds,,
1684,bone,n,54911,28582,bone,,
1684,bone,n,54911,26329,bones,,
3979,bonus,n,17099,12516,bonus,,
3979,bonus,n,17099,4583,bonuses,,
218,book,n,435387,301135,book,,
218,book,n,435387,134252,books,,
3400,boom,n,21690,20351,boom,,
3400,boom,n,21690,1339,booms,,
3958,boost,v,17241,10374,boost,,
3958,boost,v,17241,2575,boosted,,
3958,boost,v,17241,2801,boosting,,
3958,boost,v,17241,1491,boosts,,
2627,boot,n,30566,9391,boot,,
4714,booth,n,13234,10469,booth,,
4714,booth,n,13234,2765,booths,,
2627,boot,n,30566,21175,boots,,
1468,border,n,65422,49763,border,,
1468,border,n,65422,15659,borders,,
3989,boring,j,17020,17012,boring,,
3989,boring,j,17020,8,boringest,,
1120,born,v,86829,86799,born,,
1870,bear,v,48272,4104,borne,,
1120,born,v,86829,30,borned,,
3109,borrow,v,24662,12231,borrow,,
3109,borrow,v,24662,7664,borrowed,,
3109,borrow,v,24662,3834,borrowing,,
3109,borrow,v,24662,933,borrows,,
1891,boss,n,47643,41318,boss,,
1891,boss,n,47643,6325,bosses,,
291,both,d,338454,338454,both,,
396,both,r,244397,244397,both,,
1962,bother,v,45596,23979,bother,,
1962,bother,v,45596,11485,bothered,,
1962,bother,v,45596,5324,bothering,,
1962,bother,v,45596,4808,bothers,,
1920,bottle,n,46801,32786,bottle,,
1920,bottle,n,46801,14015,bottles,,
1690,bottom,n,54701,51825,bottom,,
2821,bottom,j,28102,28097,bottom,,
2821,bottom,j,28102,5,bottoming,,
1690,bottom,n,54701,2876,bottoms,,
375,buy,v,260201,69753,bought,,
4193,bounce,v,15792,4883,bounce,,
4193,bounce,v,15792,5476,bounced,,
4193,bounce,v,15792,1377,bounces,,
4193,bounce,v,15792,4056,bouncing,,
2579,bind,v,31267,21829,bound,,
3014,boundary,n,25694,17691,boundaries,,
3014,boundary,n,25694,8003,boundary,,
4724,bow,n,13189,11114,bow,,
1566,bowl,n,60234,53439,bowl,,
1566,bowl,n,60234,6795,bowls,,
4724,bow,n,13189,2075,bows,,
864,box,n,112035,90354,box,,
864,box,n,112035,21681,boxes,,
358,boy,n,279283,174960,boy,,
2549,boyfriend,n,31817,18,boy-friend,,
2549,boyfriend,n,31817,5,boy-friends,,
2549,boyfriend,n,31817,28993,boyfriend,,
2549,boyfriend,n,31817,2801,boyfriends,,
358,boy,n,279283,103479,boys,,
358,boy,n,279283,844,boyz,,
961,brain,n,100235,85116,brain,,
961,brain,n,100235,15119,brains,,
2159,branch,n,40300,24062,branch,,
2159,branch,n,40300,16238,branches,,
2187,brand,n,39754,28114,brand,,
2187,brand,n,39754,11640,brands,,
3863,brave,j,17860,16292,brave,,
3863,brave,j,17860,828,braver,,
3863,brave,j,17860,739,bravest,,
2386,bread,n,34840,33147,bread,,
2386,bread,n,34840,1693,breads,,
450,break,v,213364,73020,break,,
1189,break,n,81057,72670,break,,
2459,breakfast,n,33309,20,break-fast,,
2459,breakfast,n,33309,32230,breakfast,,
2459,breakfast,n,33309,1059,breakfasts,,
450,break,v,213364,36772,breaking,,
1189,break,n,81057,56,breaking,,
450,break,v,213364,16284,breaks,,
1189,break,n,81057,8331,breaks,,
2023,breast,n,43780,30631,breast,,
2023,breast,n,43780,13149,breasts,,
1751,breath,n,52280,48877,breath,,
2205,breathe,v,39322,20262,breathe,,
2205,breathe,v,39322,5095,breathed,,
2205,breathe,v,39322,1800,breathes,,
2205,breathe,v,39322,12165,breathing,,
4987,breathing,n,12110,12092,breathing,,
4987,breathing,n,12110,18,breathings,,
1751,breath,n,52280,3403,breaths,,
4965,breeze,n,12205,10983,breeze,,
4965,breeze,n,12205,1222,breezes,,
574,brother,n,167417,3391,brethren,,
3740,brick,n,18730,14035,brick,,
3740,brick,n,18730,4695,bricks,,
4907,bride,n,12400,10818,bride,,
4907,bride,n,12400,1582,brides,,
1847,bridge,n,49030,40704,bridge,,
1847,bridge,n,49030,8325,bridges,,
2463,brief,j,33229,32399,brief,,
2463,brief,j,33229,339,briefer,,
2463,brief,j,33229,491,briefest,,
3657,briefly,r,19353,19353,briefly,,
1588,bright,j,59449,49959,bright,,
1588,bright,j,59449,5440,brighter,,
1588,bright,j,59449,4050,brightest,,
2913,brilliant,j,26970,26970,brilliant,,
213,bring,v,439445,197457,bring,,
213,bring,v,439445,48526,bringing,,
